objectid,plazacode,plazaname,concessionairetype,plazatype,city,state,concessionairename,longitude,latitude
1733,340027,Dumbarwadi Toll Plaza,PF,National,Ahmednagar,Maharashtra,NHAI,19.244419,74.013193
1734,320081,Koyla Toll Plaza,PF,National,Rampur,Uttar Pradesh,NHAI,28.82978,79.096764
1735,340026,Dhoki Toll Plaza,PF,National,Ahmednagar,Maharashtra,NHAI,19.1559589,74.4111722
1736,367005,Kollam Bypass Toll Plaza,PF,National,Kollam,Kerala,NHAI,8.921575,76.575862
1737,540023,Nanduri,Conc,State,Nanduri,Maharashtra,WCB Toll Road Ltd.,20.200237,79.029373
1738,540024,Visapur,Conc,State,Visapur,Maharashtra,WCB Toll Road Ltd.,19.890278,79.339722
1739,312035,Sirohi Bahali  Toll Plaza,PF,National,Narnaul,Haryana,NHAI,27.93268775,76.12719041
1740,392017,Kokpara Toll Plaza,PF,National,Kokpara,Jharkhand,NHAI,22.4459665,86.5983467
1741,330111,Netra,PF,National,Jodhpur,Rajasthan,NHAI,26.578709,73.155029
1742,330112,Tankala,PF,National,Nagaur,Rajasthan,NHAI,27.0133229,73.5005487
1743,350033,Muthojipet,PF,National,Vijayawada,Telangana,NHAI,17.9740755,79.9144659
1744,326007,Bhadarabad Toll Plaza,PF,National,Bhadarabad,Uttarakhand,NHAI,29.911694,78.020722
1745,345071,Sonkacch Toll Plaza,PF,National,Sehore,Madhya Pradesh,NHAI,23.360541,77.218446
1746,345072,Kachnaria Toll Plaza,PF,National,Rajgarh,Madhya Pradesh,NHAI,23.863596,76.92223
1747,349012,Bhojpuri Toll Plaza,PF,National,Saragaon,Chhattisgarh,NHAI,21.9322781,82.0123636
1748,326008,Lachiwala Toll Plaza,PF,National,Dehradun,Uttarakhand,Riddhi Siddhi Associates,30.209235,78.125393
1749,345073,Khawasa Toll Plaza,PF,National,Khawasa,Madhya Pradesh,NHAI,21.703044,79.433797
1750,340034,Kharbi Toll Plaza,PF,National,Bramhapuri,Maharashtra,NHAI,20.606111,79.823611
1751,350035,Singarajupally Toll Plaza,PF,National,Suryapet,Telangana,NHAI,17.589631,79.276944
1752,350036,Yerkaram Toll Plaza,PF,National,Suryapet,Telangana,NHAI,17.247402,79.580502
1753,330118,Raisinghnagar Toll Plaza,PF,National,Ganganagar,Rajasthan,NHAI,29.486832,73.391
1754,330119,Patroda Toll Plaza,PF,National,Ganganagar,Rajasthan,NHAI,29.058447,73.095777
1755,392018,Nagwan Toll Plaza,PF,National,Hazaribagh,Jharkhand,NHAI,24.044628,85.385762
1756,320099,Jiwana Toll Plaza,PF,National,Baghpat,Uttar Pradesh,NHAI,29.165072,77.276193
1757,352051,Medapi Toll Plaza,PF,National,Prakasam,Andhra Pradesh,NHAI,16.024896,79.481851
1758,352052,Pandillapalli Toll Plaza,PF,National,Prakasam,Andhra Pradesh,NHAI,15.465943,79.072447
1759,380029,Khaikhat Toll Plaza,PF,National,Kishangarh,Bihar,NHAI,26.318939,87.9026
1760,545022,MHOW Plaza,BOT,State,Mhow,Madhya Pradesh,MHOW AGROH PATHWAYS,22.607405,75.794223
1761,545023,Manankheda,Conc.,State,Manankheda,Madhya Pradesh,Ashoka Concessions,23.79626925,75.10225026
1762,545024,Piplyamandi,Conc.,State,Piplyamandi,Madhya Pradesh,Ashoka Concessions,24.168848,75.013273
1763,545025,Nayagaon,Conc.,State,Nayagaon,Madhya Pradesh,Ashoka Concessions,24.572623,74.761591
1764,540025,Khadka Toll Plaza,Conc.,State,Khadka village,Maharashtra,Keti Sangam Infrastructure,19.555563,74.982173
1765,312031,Khatkar Toll Plaza,PF,National,Narwana,Haryana,NHAI,29.3945179,76.2525359
1766,540022,MMKIPL Toll Plaza,Conc.,State,Nashik,Maharashtra,MMK Infra and Toll,19.9798867,74.490845
1767,340035,Hatnoor Toll Plaza,PF,National,Hatnoor,Maharashtra,NHAI,20.193149,75.132863
1768,556016,Hemagudda Toll Plaza,DBFOT,State,Hemagudda Village,Karnataka,Sindhanur Gangavathi,15.431844,76.405685
1769,312029,Saini Majra Toll Plaza,PF,National,Saini Majra,Haryana,NHAI,30.196922,76.70574
1770,545028,Gangiwara Toll Plaza,BOT,State,Chhindwara,Madhya Pradesh,KETI Infrastructure,22.121749,78.828202
1771,545029,Susari Toll Plaza,BOT,State,Dhar,Madhya Pradesh,KETI Highway,22.160372,74.774565
1772,545030,Nanpur Toll Plaza,BOT,State,Alirajpur,Madhya Pradesh,KETI Highway,22.27008,74.51252
1773,545031,Kuabadla Toll Plaza,BOT,State,Chhindwara,Madhya Pradesh,KETI Infrastructure,22.36342938,78.62131517
1774,550020,Duddeda Toll Plaza,Conc.,State,Medak,Telangana,HKR ROADWAYS,18.0002,78.8876
1775,550021,Renikunta Toll Plaza,Conc.,State,Karimnagar,Telangana,HKR ROADWAYS,18.2943,79.1171
1776,550022,Basanthnagar Toll Plaza,Conc.,State,Karimnagar,Telangana,HKR ROADWAYS,18.7042,79.417
1777,545032,Billaua Toll Plaza,BOT,State,Gwalior,Madhya Pradesh,PATH,26.055268,78.252663
1778,545027,Chikliya Toll Plaza,Conc.,State,Ratlam,Madhya Pradesh,Western MP Infrastructure,23.2305,75.127
1779,330113,Hanumangarh Toll Plaza,PF,National,Hanumangarh,Rajasthan,NHAI,29.5198926,74.3359579
1780,556017,Marali,DBFOT,State,Marali Village,Karnataka,Sindhanur Gangavathi,15.4669393,76.5742425
1781,330120,Narsana,PF,National,Jalore,Rajasthan,NHAI,25.485729,72.569789
1782,375023,Bolangir,PF,National,Bolangir,Odisha,NHAI,20.740615,83.630556
1783,317003,Sanwara Toll Plaza,PF,National,Sanwara,Himachal Pradesh,NHAI,30.890896,77.005475
1784,375025,Sukhuapada Toll Plaza,PF,National,Baripada,Odisha,NHAI,22.0753298,86.6433381
1785,556018,Kurki Toll Plaza,Conc.,State,Kurki Village,Karnataka,LEJONET ITS Tech,14.351626,75.979384
1786,556019,Javoor Toll Plaza,Conc.,State,Javoor Village,Karnataka,LEJONET ITS Tech,13.794751,75.982067
1787,320101,Dasna Plaza DME KM 2760,PF,National,Ghaziabad,Uttar Pradesh,NHAI,28.674961,77.495589
1788,320102,Rasoolpur Sikrod DME KM 3134,PF,National,Ghaziabad,Uttar Pradesh,NHAI,28.704345,77.522078
1789,320103,Bhojpur Plaza DME KM 4570,PF,National,Ghaziabad,Uttar Pradesh,NHAI,28.800192,77.619238
1790,545009,Sardarpur Toll Plaza,Conc.,State,Dhar,Madhya Pradesh,DBL Sardarpur Tollways,22.742188,74.986108
1791,545026,Chokala Toll Plaza,Conc.,State,Dhar,Madhya Pradesh,Western MP Infrastructure,22.931,75.2507
1792,540017,Katol Road Toll Plaza,Conc.,State,Nagpur,Maharashtra,GHAI Construction And JV,21.1843609,79.0319083
1793,540019,Umred Road Toll Plaza,Conc.,State,Nagpur,Maharashtra,GHAI Construction And JV,21.1034495,79.1453082
1794,540020,Ring Road Toll Plaza,Conc.,State,Nagpur,Maharashtra,GHAI Construction And JV,21.1579085,79.0102789
1795,540021,Wadi Road Toll Plaza,Conc.,State,Nagpur,Maharashtra,GHAI Construction And JV,21.1489772,79.0028058
1796,380019,Balgudar Toll Plaza,PF,National,Lakhisarai,Bihar,NHAI,25.202348,86.081872
1797,375026,Bideibadkudar Toll Plaza,PF,National,Deogarh,Odisha,NHAI,21.505816,85.058237
1798,320108,Puraini Toll Plaza,PF,National,Puraini,Uttar Pradesh,NHAI,29.40749,78.446624
1799,380030,Toda Toll Plaza,PF,National,Nalanda,Bihar,NHAI,25.242639,85.786389
1800,352053,Jodi Dharmapuram Toll Plaza,PF,National,Jodi Dharmapuram,Andhra Pradesh,NHAI,14.987394,77.915283
1801,320109,Aaspur Toll Plaza,PF,National,Etah,Uttar Pradesh,NHAI,27.48692,78.79217
1802,345074,Patariya Goyal Toll Plaza,PF,National,Patariya Goyal,Madhya Pradesh,MD Karimunnisa,23.131971,76.689998
1803,349015,Paraghat Toll Plaza,PF,National,Bilaspur,Chhattisgarh,NHAI,22.010617,82.323591
1804,545033,Badgaon Toll Plaza,BOT,State,Khandwa,Madhya Pradesh,Khandwa Agroh Pathways,21.298056,76.321111
1805,545034,Jaswadi Toll Plaza,BOT,State,Khandwa,Madhya Pradesh,Khandwa Agroh Pathways,21.7875,76.444167
1806,545044,Malyakhedi,DBFOT,State,Mandsaur,Madhya Pradesh,SHUKLA GLOBAL DEVELOPERS,24.047369,75.035803
1807,520005,Jewar Toll Plaza,BOT,State,Jewar,Uttar Pradesh,Jaypee Infratech Ltd,28.11465,77.575418
1808,520006,Agra Toll Plaza,BOT,State,Agra,Uttar Pradesh,Jaypee Infratech Ltd,27.303578,78.003327
1809,520007,Mathura Toll Plaza,BOT,State,Mathura,Uttar Pradesh,Jaypee Infratech Ltd,27.660315,77.733317
1810,545046,Khiriya Naka Toll Plaza,DBFOT,State,Tikamgarh,Madhya Pradesh,SVT INFRASTRUCTURE,24.642486,78.764694
1811,545039,Baroli Toll Plaza,Conc.,State,Indore,Madhya Pradesh,Mahakaleshwar Tollways,22.816212,75.848384
1812,545040,Ninora Toll Plaza,Conc.,State,Ujjain,Madhya Pradesh,Mahakaleshwar Tollways,23.0815536,75.8156813
1813,345075,Pachwara Toll Plaza,PF,National,Nowgong,Madhya Pradesh,NHAI,25.134303,79.376709
1814,352054,Gadanki Toll Plaza,PF,National,Gadanki,Andhra Pradesh,NHAI,13.478827,79.188024
1815,545037,Manawarkukshi Toll Plaza,Conc.,State,Manawar,Madhya Pradesh,Agroh Infra,22.210352,75.025833
1816,320111,Gulhaura Toll Plaza,PF,National,Siddharthanagar,Uttar Pradesh,NHAI,27.443827,82.924607
1817,545041,Dewas By pass Toll Plaza,Conc.,State,Dewas,Madhya Pradesh,Dewas Bypass tollway,22.929,76.0463
1818,352055,Bathalapalli Toll Plaza,PF,National,Bathalapalli,Andhra Pradesh,NHAI,14.50018,77.79659
1819,345076,Mandwara Toll Plaza,PF,National,Mandwara,Madhya Pradesh,NHAI,22.050986,75.11918
1820,370034,Panikauri Toll Plaza,PF,National,New Jalpaiguri,West Bengal,NHAI,26.573915,88.522596
1821,370035,Husludanga Toll Plaza,PF,National,Jalpaiguri,West Bengal,NHAI,26.5605725,88.9195854
1822,545042,Pagara-Guna Cantt,Conc.,State,Guna,Madhya Pradesh,Aryavrat Tollways,24.650828,77.422362
1823,545043,Futera Toll Plaza,Conc.,State,Ashoknagar,Madhya Pradesh,Aryavrat Tollways,24.669794,77.748436
1824,360057,Perali Toll Plaza,PF,National,Perambalur,Tamil Nadu,NHAI,11.237523,78.96018
1825,545047,Taloon Toll Plaza,DBFOT,State,Barwani,Madhya Pradesh,VKS Shukla,22.032864,74.962111
1826,545048,Julwaniya Toll Plaza,DBFOT,State,Julwaniya,Madhya Pradesh,VKS Shukla,21.856536,75.221664
1827,545049,Bijanhai Toll Plaza,DBFOT,State,Silwani,Madhya Pradesh,VKS Shukla,23.131733,78.506008
1828,545050,Boras Toll Plaza,DBFOT,State,Gardarwada,Madhya Pradesh,VKS Shukla,23.03015,78.514381
1829,345077,Mahauri Toll Plaza,PF,National,Mahauri,Madhya Pradesh,NHAI,24.577226,80.690857
1830,545045,Pandola,DBFOT,State,Sheopur,Madhya Pradesh,VKS SHEOPUR BARODA,25.56625,76.6529
1831,545069,Ichoul Toll Plaza,Conc.,State,Unchehra,Madhya Pradesh,TBCL Satna Umaria,24.349306,80.778889
1832,545070,Ubra Toll Plaza,Conc.,State,Maihar,Madhya Pradesh,TBCL Satna Umaria,23.94133333,80.81305556
1833,545051,Chakrawda Toll Plaza,BOT,State,Ujjain,Madhya Pradesh,Topworth Tollways,23.2547289,75.7179749
1834,545052,Bhuteda Toll Plaza,BOT,State,Jaora,Madhya Pradesh,Topworth Tollways,23.5968864,75.1640542
1835,545056,Garra Toll Plaza,PF,State,BALAGHAT,Madhya Pradesh,Skylark,21.807047,80.152498
1836,545076,Gadariya Toll Plaza,PF,State,Singrauli,Madhya Pradesh,UDIT BETUL PARATWARA,24.146502,82.491474
1837,550023,Madugulapally Toll Plaza,DBFOT,State,Madugulapally,Telangana,N.A.M.Expressway,16.9794,79.4537
1838,545054,Rangaon,Conc.,State,Manawar,Madhya Pradesh,Khalghat Manawar,22.18080556,75.1875
1839,545055,Kanad,Conc.,State,Agar,Madhya Pradesh,Sarangpur Agar Road,23.67727778,76.13361111
1840,318011,Ujroo Toll Plaza,PF,National,Quazigund,J&K,NHAI,33.5678,75.1832
1841,345078,Devgaon Toll Plaza,PF,National,Chhatarpur,Madhya Pradesh,NHAI,24.782925,79.81691
1842,367006,Thiruvallam Toll Plaza,PF,National,Thiruvananthapuram,Kerala,NHAI,8.432799,76.959632
1843,545068,MBL NEWARGAON,Conc.,State,Balaghat,Madhya Pradesh,MBL MP Toll Road,21.826114,80.041645
1844,545079,Datia-Bhander Toll Plaza,Conc.,State,Bhander,Madhya Pradesh,D P JAIN DATIA BHANDER,25.716217,78.701949
1845,545077,Palsud Plaza,Conc.,State,Palsud,Madhya Pradesh,Valecha Badwani Sendhwa,21.813416,74.974632
1846,545080,TCIL LAKHNADON TOLL,Conc.,State,Village chhitapar,Madhya Pradesh,TCIL Lakhnadon,22.65033,79.93069
1847,352056,VeeraValli Toll Plaza,PF,National,Anantapalli,Andhra Pradesh,NHAI,16.997034,81.491183
1848,545078,Ujjain Sihasth Bypass,Conc.,State,Ujjain,Madhya Pradesh,Ujjayini Highways,23.173326,75.734782
1849,545084,Bhimpura Toll Plaza,Conc.,State,Bhind,Madhya Pradesh,UPP Tollways,26.657489,78.869295
1850,340036,Valsang Toll Plaza,PF,National,Valsang,Maharashtra,NHAI,17.588648,76.076227
1851,340037,Nashirabad Toll Plaza,PF,National,Nashirabad,Maharashtra,NHAI,21.016609,75.684364
1852,320114,Semra Toll Plaza,PF,National,Maharajganj,Uttar Pradesh,NHAI,27.0665989,83.610558
1853,545082,Kotatala Toll Plaza,Conc.,State,Damoh,Madhya Pradesh,Damoh Jabalpur Toll Roads,23.780076,79.464341
1854,556020,Kamthana Toll Plaza,PF,State,Bidar,Karnataka,JKL Stone,17.845891,77.448414
1855,556021,Ainoli Toll Plaza,PF,State,Chincholi,Karnataka,JKL Stone,17.503027,77.431011
1856,345079,Vishankheda Toll Plaza,PF,National,Raisen,Madhya Pradesh,NHAI,23.022194,77.570611
1857,312036,Kundali,Conc.,State,Kundali,Haryana,Skylark world,28.911104,77.025054
1858,312037,Kharkhoda,Conc.,State,Kharkhoda,Haryana,Skylark world,28.858488,76.946385
1859,312038,Asoda,Conc.,State,Asoda,Haryana,Skylark world,28.725089,76.846528
1860,312039,Badli,Conc.,State,Badli,Haryana,Skylark world,28.575254,76.820849
1861,312040,Farukhnagar,Conc.,State,Farukhnagar,Haryana,Skylark world,28.455781,76.856801
1862,312041,PATODI,Conc.,State,Patodi,Haryana,Skylark world,28.391538,76.86769
1863,312042,MANESHAR-7A,Conc.,State,Manesar,Haryana,Skylark world,28.326367,76.890515
1864,312043,MANESHAR-7B,Conc.,State,Manesar,Haryana,Skylark world,28.310995,76.895142
1865,312044,TAURU,Conc.,State,Tauru,Haryana,Skylark world,28.219695,76.997181
1866,312045,NUH,Conc.,State,Nuh,Haryana,Skylark world,28.179226,77.074981
1867,312046,PALWAL,Conc.,State,Palwal,Haryana,Skylark world,28.102706,77.30527
1868,545035,Sarlapada Toll Plaza,Conc.,State,Ratlam,Madhya Pradesh,Agroh Infra,23.492569,74.800278
1869,545036,Delanpur Toll Plaza,Conc.,State,Ratlam,Madhya Pradesh,Agroh Infra,23.417531,74.996667
1870,545083,Katangi Toll Plaza,Conc.,State,Jabalpur,Madhya Pradesh,Damoh Jabalpur Toll Roads,23.490873,79.825938
1871,313003,Morwala Toll Plaza,PF,National,Charkhi Dadri,Haryana,NHAI,28.641,76.3815
1872,320116,Shrishikalan Toll Plaza,PF,National,Mahoba,Uttar Pradesh,NHAI,25.434629,80.1279154
1873,320130,Kaithi plaza,PF,National,Varanasi,Uttar Pradesh,NHAI,25.494937,83.147623
1874,352057,Vaddupalli Toll Plaza,PF.,National,Anantapur,Andhra Pradesh,NHAI,14.67349,77.45764
1875,556022,Chinchani plaza,Conc,State,Chikodi,Karnataka,Vinay Lad Enterprises,16.418376,74.540661
1876,556023,Kabbur plaza,Conc,State,Chikodi,Karnataka,Vinay Lad Enterprises,16.359437,74.701976
1877,536015,Bochasan Toll Plaza,Conc.,State,Anand,Gujarat,RKC Infrabuilt,22.413346,72.8518924
1878,545074,Piplothar Toll Plaza,PF,State,Datia,Madhya Pradesh,UDIT BETUL PARATWARA,25.581462,78.375242
1879,545097,Bagwada Fee Plaza,PF,National,Sehore,Madhya Pradesh,NHAI,22.781523,77.733774
1880,552001,Thummalacheruvu Toll Plaza,DBFOT,State,Thummalacheruvu,Andhra Pradesh,NAM Expressway,16.538341,79.798918
1881,552002,Elchuru Toll Plaza,DBFOT,State,Elchuru,Andhra Pradesh,NAM Expressway,16.107077,79.928762
1882,320131,Tarwa Deva,PF,National,Mainpuri,Uttar Pradesh,NHAI,27.19587,79.36699
1883,330121,Balana Toll Plaza,PF,National,Pali,Rajasthan,NHAI,25.293327,73.085753
1884,545102,Durjanpura Toll Plaza,PF,State,Durjanpura,Madhya Pradesh,NHAI,22.475387,75.571802
1885,556032,Harpanahalli Toll Plaza,Conc.,State,Hadagali,Karnataka,NHAI,14.806217,75.975065
1886,556033,Mundaragi Toll Plaza,Conc.,State,Mundargi,Karnataka,NHAI,15.138206,75.889905
1887,375027,Rangamatia Toll Plaza,PF,National,Daspalla,Odisha,NHAI,20.365667,84.793588
1888,378011,Balachera Toll Plaza,PF,National,Cachar,Assam,NHAI,24.946609,92.756356
1889,378012,Galia Toll Plaza,PF,National,Galia,Assam,NHAI,26.442682,91.048867
1890,545103,Mandleswar Toll Plaza,Conc.,State,Indore,Madhya Pradesh,MHOW AGROH,22.280472,75.695583
1891,545095,Mubarakpur Toll Plaza,Conc.,State,Bhopal,Madhya Pradesh,Banco Constructions,23.310689,77.319815
1892,326009,Jagtapur Patti Toll Plaza,PF,National,Jaspur,Uttarakhand,NHAI,29.244179,78.884934
1893,352058,Jawahar Nagar Toll Plaza,PF.,National,Mulugu,Telangana,NHAI,18.212011,80.0284
1894,313004,Bass Toll Plaza,PF.,National,Bass,Haryana,NHAI,29.127304,76.209427
1895,392019,Edalhatu Toll Plaza,PF.,National,Ranchi,Jharkhand,NHAI,23.1806311,85.5742348
1896,545085,GVR Behari Toll Plaza,Conc,State,Rewa,Madhya Pradesh,GVR BEHARI,24.742577,82.109536
1897,313005,Bisalwas Toll Plaza,PF,National,Jhajjar,Haryana,NHAI,28.468107,75.889119
1898,545100,Bajrangarh Toll Plaza,Conc,State,Guna,Madhya Pradesh,Bansal Pathways Guna Sironj,24.575655,77.286901
1899,545101,Kalyanpura Toll Plaza,Conc,State,Sironj,Madhya Pradesh,Bansal Pathways Guna Sironj,24.127005,77.650435
1900,320132,ATRAILA SHIV GULAM Toll,PF,National,Lalganj,Uttar Pradesh,NHAI,24.960572,82.276151
1901,545098,Harduwani (Damoh)Toll Plaza,Conc.,State,Damoh,Madhya Pradesh,Bansal Pathways Damoh Katni,23.849222,79.60967
1902,545099,Majhagawan (Katni)Toll Plaza,Conc.,State,Katni,Madhya Pradesh,Bansal Pathways Damoh Katni,23.884352,80.338989
1903,352059,Dukkavanipalem Toll Plaza,PF,National,Visakhapatnam,Andhra Pradesh,NHAI,17.888226,83.345101
1904,352060,Marripalem Toll Plaza,PF,National,Visakhapatnam,Andhra Pradesh,NHAI,17.747445,83.069029
1905,314035,Ludana Toll Plaza,PF,National,Jind,Haryana,NHAI,29.241281,76.518039
1906,314036,Kala Tibba Toll Plaza,PF.,National,Abohar,Punjab,NHAI,30.10491678,74.26080263
1907,314034,Shekhpura Toll Plaza,PF.,National,Talwandi Sabo,Punjab,NHAI,29.9888,75.1378
1908,340038,Selu Toll Plaza,PF.,National,Kalmeshwar,Maharashtra,NHAI,21.193194,78.896639
1909,350102,Chitlapalli Toll Plaza,PF.,National,Chitlapalli,Telangana,NHAI,17.0811,77.581
1910,314032,Jagjitpura Toll Plaza,PF.,National,Barnala,Punjab,NHAI,30.4024658,75.4396511
1911,545104,Tarapoungi plaza,PF.,National,Raipur,Chhattisgarh,NHAI,21.48295722,81.69098972
1912,350101,Munnanur Toll Plaza,PF,National,Munnanur,Telangana,NHAI,16.74550985,78.28531698
1913,340039,Karodi Toll Plaza,PF.,National,Aurangabad,Maharashtra,NHAI,19.8902365,75.1981289
1914,320113,Itora Buzurg,PF,National,Raebareilly,Uttar Pradesh,NHAI,25.9996,81.285787
1915,356030,Tidagundi,BOT.,National,Vijayapura,Karnataka,Vijayapura Toll pass,17.00835,75.75887
1916,540032,Nandani Toll Plaza,BOT.,National,Solapur,Maharashtra,Vijayapura Toll pass,17.472901,75.855225
1917,318010,Mada Toll Plaza,PF.,National,Ramban,J&K,NHAI,33.1304683,75.2941524
1918,336023,Bhordu Toll Plaza,PF,National,Bhordu,Gujarat,NHAI,24.494001,72.268802
1919,336024,Panthawada Toll Plaza,PF,National,Panthawada,Gujarat,NHAI,24.447519,71.752014
1920,556024,Link Road (L1) Toll,Conc,State,Bengaluru,Karnataka,Nandi Economic Corridor,12.936583,77.5315
1921,556025,Hosur Road (P1) Toll,Conc,State,Bengaluru,Karnataka,Nandi Economic Corridor,12.858667,77.655833
1922,556026,Tumkur Road (P7) Toll,Conc,State,Bengaluru,Karnataka,Nandi Economic Corridor,13.042389,77.475278
1923,556027,Bannerghatta Road (P2) Plaza,Conc,State,Bengaluru,Karnataka,Nandi Economic Corridor,12.850056,77.588333
1924,556028,Kanakapura Road (P3) Plaza,Conc,State,Bengaluru,Karnataka,Nandi Economic Corridor,12.857833,77.527583
1925,556029,Clever Leaf (P4) Plaza,Conc,State,Bengaluru,Karnataka,Nandi Economic Corridor,12.884139,77.501694
1926,556030,Mysore Road (P5) Plaza,Conc,State,Bengaluru,Karnataka,Nandi Economic Corridor,12.903583,77.470028
1927,556031,Magadi Road (P6) Plaza,Conc,State,Bengaluru,Karnataka,Nandi Economic Corridor,12.989944,77.472444
1928,552003,SAPTGIRI Toll Plaza,Conc.,State,Tirupati town,Andhra Pradesh,Com vision India Expressway,13.6473,79.4021
1929,560014,Kolappancheri,PF,State,Chennai,Tamil Nadu,TNRDC,13.070524,80.071587
1930,560015,Varadharajapuram,PF,State,Chennai,Tamil Nadu,TNRDC,12.9300926,80.0799475
1931,560016,Palavedu,PF,State,Chennai,Tamil Nadu,TNRDC,13.140047,80.0530363
1932,560017,Chinnamullaivoyal,PF,State,Chennai,Tamil Nadu,TNRDC,13.253075,80.2387214
1933,314033,Chahar Toll Plaza,PF,National,Ludhiana,Punjab,NHAI,30.9887,75.7908
1934,330123,Kathuwas Toll Plaza,PF.,National,Alwar (Behror),Rajasthan,NHAI,28.141642,76.360442
1935,350104,Dharmaram Toll Plaza,PF.,National,Pitlam,Telangana,NHAI,18.2658,77.7871
1936,545089,Badi Baktara Toll Plaza,Conc.,State,Shahganj,Madhya Pradesh,Badi Baktara Toll,22.879111,77.830472
1937,345080,Harshili Toll Plaza,PF,National,Raisen,Madhya Pradesh,NHAI,23.018177,78.121077
1938,375028,Khireitangiri Toll Plaza,PF,National,Khireitangiri,Odisha,Montecarlo Singhara Binjabaha,21.705647,85.697266
1939,375029,Janasanpur Toll Plaza,PF,National,Janasanpur,Odisha,Montecarlo Singhara Binjabaha,21.448549,85.373375
1940,540026,Yelgaon Toll Plaza,BOT,State,Yelgaon Village,Maharashtra,Buldana Urban Credit Co-op,20.47821,76.20938
1941,540027,Datala Toll Plaza,BOT,State,Datala Village,Maharashtra,Buldana Urban Credit Co-op,20.82554091,76.2021409
1942,345081,Shahpura Toll Plaza,PF,National,Jabalpur,Madhya Pradesh,NHAI,23.1501,79.7212
1943,556034,Sanikoppa Toll Plaza,Conc.,State,Bailhongal,Karnataka,JYOTHI PRAKSH KM,15.800694,74.804861
1944,556035,Karikatti Toll Plaza,Conc.,State,Soundatti,Karnataka,JYOTHI PRAKSH KM,15.738306,75.063639
1945,320133,Lohari Toll Plaza,PF,National,Jhansi,Uttar Pradesh,Balaji Enterprises,25.343778,78.916861
1946,345082,Khiriya Fee Plaza,PF,National,Raisen,Madhya Pradesh,M/s Vanshika Construction,23.087748,78.486994
1947,340040,Undri Toll Plaza,PF,National,Undri,Maharashtra,MD Yousuf,20.439943,76.459241
1948,314037,Ferozeshah Toll Plaza,PF,National,Ferozepur,Punjab,NHAI,30.8695,74.7731
1949,520009,Bajna Ramp Toll Plaza,BOT,State,Mathura,Uttar Pradesh,Jaypee Infratech Ltd,27.883269,77.666004
1950,314038,Balluana Toll Plaza,PF,National,Bhatinda,Punjab,Mahender Godara,30.22749,74.763624
1951,336025,Bhadbhid Fee Plaza,PF,National,Bhavnagar,Gujarat,Ganeshgarhia Construction,21.985168,72.09187
1952,352061,Thenepalli Plaza,PF,National,Thenepalli,Andhra Pradesh,NHAI,13.375431,79.078265
1953,312048,Jharoti Toll Plaza,PF,National,Sonipat,Haryana,Jai Singh and Company,28.9225,76.95248
1954,367007,Paniyankara Toll Plaza,Conc.,National,Vadakkencherry,Kerala,Thrissur Expresway Ltd,10.590814,76.458274
1955,536017,Vataman Toll Plaza,PF,State,Vataman,Gujarat,MAXLINK,22.50433,72.42652
1956,345083,Newli Fee Plaza,Conc.,National,Vidisha,Madhya Pradesh,Anil Kumar Shukla,24.154715,78.064432
1957,356107,Halligudi Fee Plaza,PF,National,Halligudi,Karnataka,BSCPL Infrastructure Ltd,15.3909,75.8551
1958,356106,Nalavadi,PF,National,Nalavadi,Karnataka,SRI SAI ENTERPRISES,15.36987202,75.35744633
1959,312047,Ghamroj Sohna Road Toll Plaza,Conc.,National,Gurugram,Haryana,H G INFRA,28.3336041,77.0673886
1960,320134,Belgada Toll Plaza,PF,National,Gorakhpur,Uttar Pradesh,NHAI,27.11918695,82.89602275
1961,320112,Kashi Plaza DME KM 5823,PF,National,Meerut,Uttar Pradesh,NHAI,28.896616,77.64537
1962,352062,Danamaiahgaaripalli Toll Plaza,PF,National,Danamaiahgaripalli,Andhra Pradesh,NHAI,13.036175,78.515049
1963,375030,Kandra Toll Plaza,PF,National,Kandra,Odisha,Montecarlo Singhara,22.052105,85.494152
1964,552004,Kovvuru,Conc.,State,Vijayawada,Andhra Pradesh,Rajamundry Godavari Bridge Ltd,17.02729,81.719536
1965,320136,Hitouta Toll Plaza,PF,National,Khutar,Uttar Pradesh,NHAI,28.264748,80.250888
1966,320135,Sarai Sundarpur Fee Plaza,Conc.,National,Pillibhit,Uttar Pradesh,Anil Kumar Shukla,28.578965,79.862811
1967,330127,Chhoti Villor Fee Plaza,PF,National,Sanchore,Rajasthan,NHAI,24.674,71.8271
1968,356108,Jajirakallu Toll Plaza,Conc.,National,Jajirakallu,Karnataka,Sri Sai Enterprises,14.98163,76.834694
1969,536018,Vadodra Toll Plaza,Conc.,State,Vadodra,Gujarat,Gujarat Road and Infra Co Ltd,22.353256,73.236924
1970,536019,Halol Toll Plaza,Conc.,State,Halol,Gujarat,Gujarat Road and Infra Co Ltd,22.489873,73.465586
1971,540504,MR-10 Toll Plaza,Conc.,State,Indore,Madhya Pradesh,PRAKASH ASPHALTINGS & TOLL HWY,22.775572,75.860314
1972,520010,Mahurakalan,Conc.,State,Lucknow,Uttar Pradesh,Prakash Asphalting & Toll Hwys,26.71993,81.130183
1973,520011,Gharkuiya,Conc.,State,Barabanki,Uttar Pradesh,Prakash Asphalting & Toll Hwys,26.613176,81.395713
1974,520012,Unchgaon,Conc.,State,Raebareilly,Uttar Pradesh,Prakash Asphalting & Toll Hwys,26.572702,81.558692
